Source	RelationType	Target	DepType
urn:cite2:gagdt:tokens.v1:Aesch_Ag_95	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_5	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_96	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_5	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_5	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_5	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_97	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_98	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_100	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_99	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_102	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_100	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_100	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_101	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_97	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_102	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_97	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_103	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_106	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_104	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_108	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_105	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_108	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_106	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_102	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_107	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_107	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_108	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_107	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_109	AuxX
urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_111	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_114	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_112	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_112	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_113	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_114	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_115	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_120	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_116	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_120	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_117	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_119	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_118	ATR
urn:cite2:gagdt:artificial.v1:Aesch_Ag_3	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_119	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_121	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_120	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_112	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_121	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_122	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_117	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_3	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_97	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_98	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_99	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_100	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_101	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_102	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_103	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_104	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_105	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_106	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_107	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_108	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_109	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_110	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_111	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_112	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_113	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_114	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_115	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_116	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_117	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_118	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_119	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_120	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_121	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_122	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_3	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_6	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_126	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_123	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_126	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_124	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_127	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_125	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_126	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_126	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_127	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_127	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_128	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_132	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_129	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_126	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_130	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_132	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_131	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_130	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_132	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_133	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_123	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_124	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_125	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_126	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_127	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_128	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_129	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_130	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_131	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_132	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_133	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_7	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_135	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_134	AuxY
urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_135	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_135	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_136	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_141	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_137	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_138	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_140	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_139	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_142	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_140	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_141	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_141	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_142	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_144	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_143	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_142	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_144	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_143	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_145	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_144	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_146	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_146	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_147	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_151	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_148	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_150	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_149	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_151	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_150	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_144	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_151	AuxP
urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_152	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_134	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_135	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_136	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_137	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_138	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_139	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_140	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_141	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_142	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_143	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_144	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_145	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_146	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_147	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_148	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_149	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_150	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_151	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_152	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_8	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_154	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_153	AuxY
urn:cite2:gagdt:artificial.v1:Aesch_Ag_4	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_154	ExD
urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_155	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_4	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_153	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_154	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_155	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_4	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_9	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_157	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_156	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_158	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_157	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_158	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_158	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_159	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_161	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_160	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_169	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_161	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_163	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_162	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_161	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_163	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_169	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_164	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_169	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_165	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_165	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_166	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_168	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_167	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_169	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_168	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_158	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_169	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_171	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_170	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_158	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_171	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_173	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_172	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_174	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_173	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_171	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_174	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_176	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_175	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_174	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_176	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_178	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_177	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_180	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_178	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_180	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_179	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_176	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_180	ADV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_181	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_156	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_157	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_158	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_159	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_160	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_161	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_162	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_163	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_164	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_165	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_166	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_167	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_168	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_169	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_170	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_171	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_172	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_173	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_174	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_175	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_176	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_177	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_178	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_179	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_180	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_181	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_10	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_184	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_182	ATV
urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_183	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_186	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_184	SBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_186	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_185	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_183	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_186	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_187	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_182	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_183	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_184	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_185	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_186	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_187	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_11	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_192	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_188	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_192	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_189	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_193	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_190	AuxC
urn:cite2:gagdt:tokens.v1:Aesch_Ag_192	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_191	ADV
